x-axis,1,2
second,Volt,Volt
-66.0000E-06,,
-65.7500E-06,,
-65.5000E-06,-497.4874426E-03,-14.7236497E-03
-65.2500E-06,-497.4874426E-03,-39.8492776E-03
-65.0000E-06,-497.4874426E-03,-39.8492776E-03
-64.7500E-06,-497.4874426E-03,-39.8492776E-03
-64.5000E-06,-497.4874426E-03,-39.8492776E-03
-64.2500E-06,-515.0753821E-03,-39.8492776E-03
-64.0000E-06,-497.4874426E-03,-39.8492776E-03
-63.7500E-06,-497.4874426E-03,-14.7236497E-03
-63.5000E-06,-497.4874426E-03,-14.7236497E-03
-63.2500E-06,-497.4874426E-03,-39.8492776E-03
-63.0000E-06,-497.4874426E-03,-34.8241520E-03
-62.7500E-06,-505.0251309E-03,-39.8492776E-03
-62.5000E-06,-497.4874426E-03,-14.7236497E-03
-62.2500E-06,-497.4874426E-03,-39.8492776E-03
-62.0000E-06,-500.0000054E-03,-39.8492776E-03
-61.7500E-06,-505.0251309E-03,-39.8492776E-03
-61.5000E-06,-497.4874426E-03,-24.7739009E-03
-61.2500E-06,-494.9748798E-03,-39.8492776E-03
-61.0000E-06,-497.4874426E-03,+351.7270E-06
-60.7500E-06,-497.4874426E-03,-39.8492776E-03
-60.5000E-06,-497.4874426E-03,-24.7739009E-03
-60.2500E-06,-477.3869403E-03,-39.8492776E-03
-60.0000E-06,-479.8995031E-03,-39.8492776E-03
-59.7500E-06,-497.4874426E-03,+351.7270E-06
-59.5000E-06,-505.0251309E-03,-24.7739009E-03
-59.2500E-06,-479.8995031E-03,+351.7270E-06
-59.0000E-06,-515.0753821E-03,-34.8241520E-03
-58.7500E-06,-517.5879449E-03,-39.8492776E-03
-58.5000E-06,-505.0251309E-03,-14.7236497E-03
-58.2500E-06,-497.4874426E-03,-34.8241520E-03
-58.0000E-06,-515.0753821E-03,-34.8241520E-03
-57.7500E-06,-497.4874426E-03,-39.8492776E-03
-57.5000E-06,-510.0502565E-03,-39.8492776E-03
-57.2500E-06,-515.0753821E-03,-39.8492776E-03
-57.0000E-06,-497.4874426E-03,-39.8492776E-03
-56.7500E-06,-510.0502565E-03,-39.8492776E-03
-56.5000E-06,-497.4874426E-03,-39.8492776E-03
-56.2500E-06,-497.4874426E-03,-39.8492776E-03
-56.0000E-06,-497.4874426E-03,-39.8492776E-03
-55.7500E-06,-510.0502565E-03,-39.8492776E-03
-55.5000E-06,-505.0251309E-03,-39.8492776E-03
-55.2500E-06,-497.4874426E-03,-39.8492776E-03
-55.0000E-06,-515.0753821E-03,-39.8492776E-03
