  Time                 , V(R1:1)              , V(L1:1)              
  1.545174896244e-001  ,0.000000000000e+000  ,1.922956092905e-003  
  1.545728240971e-001  ,0.000000000000e+000  ,7.470890773992e-004  
  1.546176300053e-001  ,0.000000000000e+000  ,3.168214490263e-004  
  1.546548858647e-001  ,0.000000000000e+000  ,1.460123374083e-004  
  1.546862518315e-001  ,0.000000000000e+000  ,7.235638320081e-005  
  1.547099273686e-001  ,0.000000000000e+000  ,4.117529670292e-005  
  1.547309906010e-001  ,0.000000000000e+000  ,2.369879146741e-005  
  1.547523345951e-001  ,0.000000000000e+000  ,1.287053291356e-005  
  1.547833282475e-001  ,0.000000000000e+000  ,2.621493523011e-006  
  1.548163909916e-001  ,0.000000000000e+000  ,-2.901324843673e-006  
  1.548754302983e-001  ,0.000000000000e+000  ,-6.714517097210e-006  
  1.549358489994e-001  ,0.000000000000e+000  ,-5.876590095787e-006  
  1.550154876713e-001  ,0.000000000000e+000  ,-3.967126218139e-006  
  1.551063690190e-001  ,0.000000000000e+000  ,-1.892192476286e-006  
  1.552649871830e-001  ,0.000000000000e+000  ,-2.045812320192e-007  
  1.554160858158e-001  ,0.000000000000e+000  ,1.108830020861e-008  
  1.555946746830e-001  ,0.000000000000e+000  ,4.204461881998e-009  
  1.557656707768e-001  ,0.000000000000e+000  ,2.638459478252e-010  
  1.561076629643e-001  ,0.000000000000e+000  ,-8.133285249515e-011  
  1.567916473393e-001  ,0.000000000000e+000  ,4.700611782410e-011  
  1.581596160893e-001  ,0.000000000000e+000  ,-3.587841116446e-011  
  1.600000000004e-001  ,4.000133557724e-010  ,3.625189589037e-010  
  1.600285644535e-001  ,2.856445352500e-002  ,1.843799835470e-002  
  1.600856933598e-001  ,8.569335977501e-002  ,4.416903998627e-002  
  1.601999511723e-001  ,1.999511722750e-001  ,8.406446411508e-002  
  1.603139404301e-001  ,3.139404300875e-001  ,1.529687508972e-001  
  1.604804931645e-001  ,4.804931644625e-001  ,2.974772498192e-001  
  1.607148681645e-001  ,7.148681644625e-001  ,5.248019823562e-001  
  1.609756103520e-001  ,9.756103519625e-001  ,7.892858100370e-001  
  1.613283447270e-001  ,1.328344726962e+000  ,1.142519673117e+000  
  1.620000000004e-001  ,2.000000000000e+000  ,1.813093788521e+000  
  1.620593750004e-001  ,2.000000000000e+000  ,1.840815810179e+000  
  1.621781250004e-001  ,2.000000000000e+000  ,1.911340902468e+000  
  1.622895141606e-001  ,2.000000000000e+000  ,1.963302054189e+000  
  1.624363159184e-001  ,2.000000000000e+000  ,1.996208795117e+000  
  1.625207397465e-001  ,2.000000000000e+000  ,2.000797654083e+000  
  1.625671508793e-001  ,2.000000000000e+000  ,2.001077496666e+000  
  1.626144409184e-001  ,2.000000000000e+000  ,2.000654416106e+000  
  1.626635925297e-001  ,2.000000000000e+000  ,2.000388429286e+000  
  1.627083801274e-001  ,2.000000000000e+000  ,2.000241398973e+000  
  1.627979553227e-001  ,2.000000000000e+000  ,2.000087206200e+000  
  1.629771057133e-001  ,2.000000000000e+000  ,2.000002305376e+000  
  1.633019104008e-001  ,2.000000000000e+000  ,1.999999237997e+000  
  1.639114807133e-001  ,2.000000000000e+000  ,2.000000431098e+000  
  1.651306213383e-001  ,2.000000000000e+000  ,2.000000144087e+000  
  1.675689025883e-001  ,2.000000000000e+000  ,1.999999874371e+000  
  1.715689025883e-001  ,2.000000000000e+000  ,2.000000115542e+000  
  1.720000000004e-001  ,1.999999999600e+000  ,2.000000020491e+000  
  1.720088348393e-001  ,1.991165160733e+000  ,1.992530435140e+000  
  1.720265045170e-001  ,1.973495482998e+000  ,1.979943403803e+000  
  1.720618438725e-001  ,1.938156127530e+000  ,1.964148546305e+000  
  1.721222991947e-001  ,1.877700805264e+000  ,1.945051165082e+000  
  1.721841644291e-001  ,1.815835570889e+000  ,1.924749210151e+000  
  1.723078948979e-001  ,1.692105102139e+000  ,1.851566171390e+000  
  1.724669036869e-001  ,1.533096313077e+000  ,1.715194053583e+000  
  1.727056243900e-001  ,1.294375609952e+000  ,1.484624787390e+000  
  1.729665130619e-001  ,1.033486938077e+000  ,1.219819100320e+000  
  1.733109954838e-001  ,6.890045162016e-001  ,8.748043277195e-001  
  1.739561126713e-001  ,4.388732870157e-002  ,2.307905486915e-001  
  1.740000000004e-001  ,0.000000000000e+000  ,1.867999752523e-001  
  1.740078857426e-001  ,0.000000000000e+000  ,1.857866257908e-001  
  1.740236572270e-001  ,0.000000000000e+000  ,1.815600136418e-001  
  1.740552001957e-001  ,0.000000000000e+000  ,1.650269623420e-001  
  1.741182861332e-001  ,0.000000000000e+000  ,1.207073708047e-001  
  1.742123046879e-001  ,0.000000000000e+000  ,6.259231974932e-002  
  1.743181762699e-001  ,0.000000000000e+000  ,2.497431640398e-002  
  1.743921508793e-001  ,0.000000000000e+000  ,1.153928633359e-002  
  1.744736694340e-001  ,0.000000000000e+000  ,4.101407096080e-003  
  1.745385253910e-001  ,0.000000000000e+000  ,1.475280741464e-003  
  1.745866638188e-001  ,0.000000000000e+000  ,6.060433471999e-004  
  1.746232971195e-001  ,0.000000000000e+000  ,2.879106432793e-004  
  1.746529510502e-001  ,0.000000000000e+000  ,1.509664532263e-004  
  1.746756347660e-001  ,0.000000000000e+000  ,8.927336548836e-005  
  1.746976501469e-001  ,0.000000000000e+000  ,5.050904013460e-005  
  1.747195709233e-001  ,0.000000000000e+000  ,2.674837491419e-005  
  1.747517730717e-001  ,0.000000000000e+000  ,4.334510183772e-006  
  1.747866790775e-001  ,0.000000000000e+000  ,-7.428266447818e-006  
  1.748457672123e-001  ,0.000000000000e+000  ,-1.470922724947e-005  
  1.749076446537e-001  ,0.000000000000e+000  ,-1.250121041927e-005  
  1.749895660404e-001  ,0.000000000000e+000  ,-8.166491392926e-006  
  1.750823028568e-001  ,0.000000000000e+000  ,-3.765573461218e-006  
  1.752023101811e-001  ,0.000000000000e+000  ,-9.475297387860e-007  
  1.753200347904e-001  ,0.000000000000e+000  ,-2.219133659188e-007  
  1.754247344975e-001  ,0.000000000000e+000  ,-7.710336752309e-009  
  1.755266998295e-001  ,0.000000000000e+000  ,-1.185821077952e-009  
  1.757306304936e-001  ,0.000000000000e+000  ,4.161515919029e-010  
  1.760306793217e-001  ,0.000000000000e+000  ,-1.092491916883e-010  
  1.766307769779e-001  ,0.000000000000e+000  ,5.909942099500e-011  
  1.778309722904e-001  ,0.000000000000e+000  ,-4.370362985636e-011  
  1.800000000004e-001  ,4.000133557724e-010  ,3.786754868171e-010  
  1.800331665043e-001  ,3.316650430626e-002  ,2.047400169622e-002  
  1.800994995121e-001  ,9.949951211877e-002  ,4.890908468179e-002  
  1.802321655277e-001  ,2.321655277438e-001  ,1.003886026506e-001  
  1.803535034184e-001  ,3.535034183688e-001  ,1.837367723391e-001  
  1.805498657231e-001  ,5.498657230563e-001  ,3.639536182536e-001  
  1.808177856449e-001  ,8.177856449313e-001  ,6.283238261219e-001  
  1.811012329106e-001  ,1.101232910556e+000  ,9.150792714945e-001  
  1.815561157231e-001  ,1.556115723056e+000  ,1.370244686068e+000  
  1.820000000004e-001  ,2.000000000000e+000  ,1.813213340615e+000  
  1.820321838383e-001  ,2.000000000000e+000  ,1.825091368534e+000  
  1.820965515141e-001  ,2.000000000000e+000  ,1.862087902045e+000  
  1.822252868656e-001  ,2.000000000000e+000  ,1.942162233480e+000  
  1.823428527836e-001  ,2.000000000000e+000  ,1.981117190352e+000  
  1.824557434086e-001  ,2.000000000000e+000  ,1.994130372734e+000  
  1.825134094242e-001  ,2.000000000000e+000  ,1.997063196412e+000  
  1.825916687016e-001  ,2.000000000000e+000  ,1.998707934711e+000  
  1.826602844242e-001  ,2.000000000000e+000  ,1.999435734909e+000  
  1.827268859867e-001  ,2.000000000000e+000  ,1.999721972721e+000  
  1.828600891117e-001  ,2.000000000000e+000  ,1.999948152422e+000  
  1.829979064945e-001  ,2.000000000000e+000  ,1.999991761124e+000  
  1.832735412602e-001  ,2.000000000000e+000  ,2.000001614952e+000  
  1.838002990727e-001  ,2.000000000000e+000  ,1.999999236348e+000  
  1.848538146977e-001  ,2.000000000000e+000  ,1.999999653314e+000  
  1.869608459477e-001  ,2.000000000000e+000  ,2.000000289986e+000  
  1.909608459477e-001  ,2.000000000000e+000  ,1.999999736028e+000  
  1.920000000004e-001  ,1.999999999600e+000  ,1.999999971275e+000  
  1.920173492436e-001  ,1.982650756436e+000  ,1.987163985502e+000  
  1.920520477299e-001  ,1.947952270108e+000  ,1.967909753877e+000  
  1.921214447025e-001  ,1.878555297452e+000  ,1.946061383652e+000  
  1.922225799565e-001  ,1.777420043545e+000  ,1.906057866307e+000  
  1.923253265385e-001  ,1.674673461514e+000  ,1.837801364831e+000  
  1.925308197025e-001  ,1.469180297452e+000  ,1.654843931654e+000  
  1.927885833744e-001  ,1.211416625577e+000  ,1.398240306942e+000  
  1.930931732182e-001  ,9.068267818265e-001  ,1.093293589369e+000  
  1.933954193119e-001  ,6.045806880765e-001  ,7.910729164652e-001  
  1.940000000004e-001  ,0.000000000000e+000  ,1.865846312725e-001  
  1.940604492192e-001  ,0.000000000000e+000  ,1.578025012925e-001  
  1.941813476567e-001  ,0.000000000000e+000  ,8.784086537655e-002  
  1.943007202152e-001  ,0.000000000000e+000  ,3.371463928810e-002  
  1.943996826176e-001  ,0.000000000000e+000  ,8.987364208880e-003  
  1.944477172856e-001  ,0.000000000000e+000  ,3.116514074451e-003  
  1.944873107914e-001  ,0.000000000000e+000  ,5.338203950854e-004  
  1.945356567387e-001  ,0.000000000000e+000  ,-7.183321025622e-004  
  1.945772033695e-001  ,0.000000000000e+000  ,-1.083762838613e-003  
  1.946171447758e-001  ,0.000000000000e+000  ,-1.040878648047e-003  
  1.946804504399e-001  ,0.000000000000e+000  ,-8.208897976566e-004  
  1.947418273930e-001  ,0.000000000000e+000  ,-5.482216405533e-004  
  1.948645812992e-001  ,0.000000000000e+000  ,-1.993331843228e-004  
  1.949400451664e-001  ,0.000000000000e+000  ,-9.109310078186e-005  
  1.950142272953e-001  ,0.000000000000e+000  ,-3.591920910552e-005  
  1.950747314457e-001  ,0.000000000000e+000  ,-1.436093346715e-005  
  1.951233398442e-001  ,0.000000000000e+000  ,-6.058962978384e-006  
  1.951619201664e-001  ,0.000000000000e+000  ,-2.781225059852e-006  
  1.951954406742e-001  ,0.000000000000e+000  ,-1.277869762756e-006  
  1.952259582524e-001  ,0.000000000000e+000  ,-6.359191745046e-007  
  1.952587280277e-001  ,0.000000000000e+000  ,-2.141831879115e-007  
  1.952905517582e-001  ,0.000000000000e+000  ,-4.043206540511e-009  
  1.953541992192e-001  ,0.000000000000e+000  ,1.585359753125e-007  
  1.954396240238e-001  ,0.000000000000e+000  ,1.493025538405e-007  
  1.956066406254e-001  ,0.000000000000e+000  ,4.728894150392e-008  
  1.959056640629e-001  ,0.000000000000e+000  ,-9.044208256250e-009  
  1.965037109379e-001  ,0.000000000000e+000  ,4.351795638195e-009  
  1.976998046879e-001  ,0.000000000000e+000  ,-3.040595511051e-009  
  2.000000000000e-001  ,0.000000000000e+000  ,2.524152379001e-009  
