  Time                 , V(L1:2,0)            , V(C1:1)              , V(C1:2,L1:2)         , V(C1:1,C1:2)         
  0.000000000000e+000  ,0.000000000000e+000  ,0.000000000000e+000  ,0.000000000000e+000  ,0.000000000000e+000  
  1.000000000000e-005  ,2.246837170627e-006  ,2.000000000000e-002  ,1.977216710152e-002  ,2.255860613080e-004  
  1.056324005127e-005  ,2.380150677374e-006  ,2.112648010254e-002  ,2.088509225259e-002  ,2.390076992700e-004  
  1.168972015381e-005  ,2.661734547872e-006  ,2.337944030762e-002  ,2.310925890901e-002  ,2.675196640567e-004  
  1.394268035889e-005  ,3.310180621879e-006  ,2.788536071777e-002  ,2.754698826654e-002  ,3.350622706107e-004  
  1.844860076904e-005  ,4.946582738778e-006  ,3.689720153809e-002  ,3.637042401732e-002  ,5.218309380234e-004  
  2.746044158936e-005  ,9.560216462332e-006  ,5.492088317871e-002  ,5.373320203822e-002  ,1.178120924031e-003  
  4.548412322998e-005  ,2.394514274036e-005  ,9.096824645996e-002  ,8.673460445180e-002  ,4.209696865417e-003  
  7.116161346436e-005  ,5.525186047746e-005  ,1.423232269287e-001  ,1.278495418739e-001  ,1.441843319432e-002  
  1.151923751831e-004  ,1.309372524402e-004  ,2.303847503662e-001  ,1.746805181448e-001  ,5.557329496894e-002  
  1.851630783081e-004  ,2.694911648737e-004  ,3.703261566162e-001  ,1.738294653083e-001  ,1.962272001431e-001  
  2.955634689331e-004  ,3.949882979069e-004  ,5.911269378662e-001  ,2.623772004135e-002  ,5.644942295270e-001  
  4.082465744019e-004  ,3.155781381733e-004  ,8.164931488037e-001  ,-1.502686300431e-001  ,9.664462007086e-001  
  5.246039962769e-004  ,1.416087742072e-004  ,1.049207992554e+000  ,-1.669072249797e-001  ,1.215973608759e+000  
  6.075996017456e-004  ,5.011255464426e-005  ,1.215199203491e+000  ,-8.262574907324e-002  ,1.297774840010e+000  
  6.726142501831e-004  ,3.450678488662e-005  ,1.345228500366e+000  ,1.221227331433e-002  ,1.332981720267e+000  
  7.489814376831e-004  ,9.054987767032e-005  ,1.497962875366e+000  ,1.169477056352e-001  ,1.380924619853e+000  
  8.704658126831e-004  ,2.474288644799e-004  ,1.740931625366e+000  ,1.437619440799e-001  ,1.596922252422e+000  
  9.898749923706e-004  ,3.581628329544e-004  ,1.979749984741e+000  ,1.945145795936e-002  ,1.959940363949e+000  
  1.000000000200e-003  ,3.594673290568e-004  ,2.000000000000e+000  ,3.224209841664e-003  ,1.996416322829e+000  
  1.011260986528e-003  ,3.568497723637e-004  ,2.000000000000e+000  ,-3.719600598294e-002  ,2.036839156211e+000  
  1.033782959184e-003  ,3.372897800631e-004  ,2.000000000000e+000  ,-1.156573296220e-001  ,2.115320039842e+000  
  1.078826904497e-003  ,2.444464129037e-004  ,2.000000000000e+000  ,-2.471091311459e-001  ,2.246864684733e+000  
  1.152581787309e-003  ,1.285898478254e-005  ,2.000000000000e+000  ,-3.352547830514e-001  ,2.335241924067e+000  
  1.230389404497e-003  ,-2.436068082910e-004  ,2.000000000000e+000  ,-2.448681048166e-001  ,2.245111711625e+000  
  1.324371338091e-003  ,-3.544022322857e-004  ,2.000000000000e+000  ,3.738147544643e-002  ,1.962972926786e+000  
  1.411944580278e-003  ,-1.967236989476e-004  ,2.000000000000e+000  ,2.795123744819e-001  ,1.720684349217e+000  
  1.480889892778e-003  ,1.971550601213e-005  ,2.000000000000e+000  ,3.281520209470e-001  ,1.671828263547e+000  
  1.568902588091e-003  ,2.520350734459e-004  ,2.000000000000e+000  ,2.076295705545e-001  ,1.792118394372e+000  
  1.649053955278e-003  ,3.192321751152e-004  ,2.000000000000e+000  ,-1.772217285840e-003  ,2.001452985111e+000  
  1.769268799028e-003  ,1.312487137908e-004  ,2.000000000000e+000  ,-2.734441217372e-001  ,2.273312873023e+000  
  1.850457763872e-003  ,-8.651792292547e-005  ,2.000000000000e+000  ,-2.757128269456e-001  ,2.275799344869e+000  
  1.942535400591e-003  ,-2.850476292541e-004  ,2.000000000000e+000  ,-1.037629020044e-001  ,2.104047949634e+000  
  2.034320068559e-003  ,-2.686134113459e-004  ,2.000000000000e+000  ,1.183400623533e-001  ,1.881928551058e+000  
  2.132501220903e-003  ,-4.929525776756e-005  ,2.000000000000e+000  ,2.748107013966e-001  ,1.725238593861e+000  
  2.204168701372e-003  ,1.356289049718e-004  ,2.000000000000e+000  ,2.399330409432e-001  ,1.759931330152e+000  
  2.284906006059e-003  ,2.786653101357e-004  ,2.000000000000e+000  ,7.187334652899e-002  ,1.927847988161e+000  
  2.382440185747e-003  ,2.338591540752e-004  ,2.000000000000e+000  ,-1.478401362533e-001  ,2.147606277099e+000  
  2.487371826372e-003  ,-1.196683212254e-005  ,2.000000000000e+000  ,-2.644794778604e-001  ,2.264491444693e+000  
  2.565972900591e-003  ,-1.849734101550e-004  ,2.000000000000e+000  ,-1.883557085009e-001  ,2.188540681911e+000  
  2.653009033403e-003  ,-2.723979700636e-004  ,2.000000000000e+000  ,1.157025116617e-002  ,1.988702146804e+000  
  2.772283935747e-003  ,-1.040662025027e-004  ,2.000000000000e+000  ,2.368172176856e-001  ,1.763286848517e+000  
  2.858709716997e-003  ,9.073438548453e-005  ,2.000000000000e+000  ,2.295053098132e-001  ,1.770403955801e+000  
  2.937249756059e-003  ,2.377132325125e-004  ,2.000000000000e+000  ,9.985888946279e-002  ,1.899903397305e+000  
  3.019671631059e-003  ,2.414428754746e-004  ,2.000000000000e+000  ,-7.830572501189e-002  ,2.078064282136e+000  
  3.113934326372e-003  ,7.695678153296e-005  ,2.000000000000e+000  ,-2.288099630952e-001  ,2.228733006314e+000  
  3.184075927934e-003  ,-8.318329290698e-005  ,2.000000000000e+000  ,-2.211159755175e-001  ,2.221199158810e+000  
  3.258087158403e-003  ,-2.214895834470e-004  ,2.000000000000e+000  ,-1.077788014086e-001  ,2.108000290992e+000  
  3.341217041216e-003  ,-2.352879406047e-004  ,2.000000000000e+000  ,6.466111437837e-002  ,1.935574173562e+000  
  3.436077881059e-003  ,-8.377417207161e-005  ,2.000000000000e+000  ,2.164498615074e-001  ,1.783633912665e+000  
  3.506646728716e-003  ,7.075957587436e-005  ,2.000000000000e+000  ,2.149508927001e-001  ,1.784978347724e+000  
  3.581890869341e-003  ,2.092715028206e-004  ,2.000000000000e+000  ,1.090357850669e-001  ,1.890754943430e+000  
  3.663970947466e-003  ,2.279738830990e-004  ,2.000000000000e+000  ,-5.400355256931e-002  ,2.053775578686e+000  
  3.758831787309e-003  ,8.858464015998e-005  ,2.000000000000e+000  ,-2.046121923226e-001  ,2.204523607682e+000  
  3.829693603716e-003  ,-6.007119307547e-005  ,2.000000000000e+000  ,-2.082550474687e-001  ,2.208315118662e+000  
  3.908453369341e-003  ,-2.003238758384e-004  ,2.000000000000e+000  ,-1.051597014247e-001  ,2.105360025301e+000  
  3.991925049028e-003  ,-2.179292218658e-004  ,2.000000000000e+000  ,5.251923607209e-002  ,1.947698693150e+000  
  4.087054443559e-003  ,-8.343787411743e-005  ,2.000000000000e+000  ,1.963047716948e-001  ,1.803778666179e+000  
  4.158319091997e-003  ,5.944240334002e-005  ,2.000000000000e+000  ,1.987135674970e-001  ,1.801226990100e+000  
  4.236553955278e-003  ,1.921268658473e-004  ,2.000000000000e+000  ,9.977823554135e-002  ,1.900029637593e+000  
  4.319866943559e-003  ,2.083391563080e-004  ,2.000000000000e+000  ,-5.101297801813e-002  ,2.050804638862e+000  
  4.414947509966e-003  ,7.915785279084e-005  ,2.000000000000e+000  ,-1.881095922228e-001  ,2.188030434370e+000  
  4.486138916216e-003  ,-5.747371382575e-005  ,2.000000000000e+000  ,-1.900119297128e-001  ,2.190069403427e+000  
  4.563812256059e-003  ,-1.836403520802e-004  ,2.000000000000e+000  ,-9.586902219999e-002  ,2.096052662552e+000  
  4.646771240434e-003  ,-1.996801066794e-004  ,2.000000000000e+000  ,4.802043220543e-002  ,1.952179247901e+000  
  4.741815185747e-003  ,-7.667632804437e-005  ,2.000000000000e+000  ,1.797548876067e-001  ,1.820321788721e+000  
  4.812969970903e-003  ,5.407027925440e-005  ,2.000000000000e+000  ,1.821693841749e-001  ,1.817776545546e+000  
  4.891229248247e-003  ,1.758553231758e-004  ,2.000000000000e+000  ,9.171722017006e-002  ,1.908106924507e+000  
  4.974505615434e-003  ,1.909887122034e-004  ,2.000000000000e+000  ,-4.636226440763e-002  ,2.046171275695e+000  
  5.069586181841e-003  ,7.291107095954e-005  ,2.000000000000e+000  ,-1.722067412725e-001  ,2.172133830202e+000  
  5.140826416216e-003  ,-5.233835688790e-005  ,2.000000000000e+000  ,-1.741745939681e-001  ,2.174226932325e+000  
  5.218768310747e-003  ,-1.683192208831e-004  ,2.000000000000e+000  ,-8.772091403713e-002  ,2.087889233258e+000  
