x-axis,1,2
second,Volt,Volt
-250.0000E-06,+10.0251101E-03,+12.3678390E-03
-249.7500E-06,+10.0251101E-03,+12.6693465E-03
-249.5000E-06,+20.0753612E-03,+12.7698490E-03
-249.2500E-06,+10.0251101E-03,+12.3678390E-03
-249.0000E-06,-10.0753922E-03,+12.7698490E-03
-248.7500E-06,-10.0753922E-03,+12.5688440E-03
-248.5000E-06,-30.1758945E-03,+12.3678390E-03
-248.2500E-06,-15.1005178E-03,+12.7698490E-03
-248.0000E-06,-30.1758945E-03,+11.9658289E-03
-247.7500E-06,-30.1758945E-03,+12.3678390E-03
-247.5000E-06,-50.2763968E-03,+12.5688440E-03
-247.2500E-06,-45.2512712E-03,+12.3678390E-03
-247.0000E-06,-50.2763968E-03,+11.9658289E-03
-246.7500E-06,-45.2512712E-03,+11.5638189E-03
-246.5000E-06,-60.3266479E-03,+11.9658289E-03
-246.2500E-06,-65.3517735E-03,+12.3678390E-03
-246.0000E-06,-70.3768991E-03,+11.9658289E-03
-245.7500E-06,-85.4522758E-03,+12.3678390E-03
-245.5000E-06,-70.3768991E-03,+11.5638189E-03
-245.2500E-06,-70.3768991E-03,+11.6643214E-03
-245.0000E-06,-70.3768991E-03,+11.9658289E-03
-244.7500E-06,-110.5779037E-03,+11.8653264E-03
-244.5000E-06,-90.4774014E-03,+11.7648239E-03
-244.2500E-06,-90.4774014E-03,+11.5638189E-03
-244.0000E-06,-90.4774014E-03,+11.9658289E-03
-243.7500E-06,-110.5779037E-03,+11.2623114E-03
-243.5000E-06,-100.5276525E-03,+11.5638189E-03
-243.2500E-06,-110.5779037E-03,+11.2623114E-03
-243.0000E-06,-110.5779037E-03,+11.5638189E-03
-242.7500E-06,-125.6532804E-03,+11.4633164E-03
-242.5000E-06,-110.5779037E-03,+11.3628139E-03
-242.2500E-06,-125.6532804E-03,+11.0613063E-03
-242.0000E-06,-130.6784060E-03,+11.5638189E-03
-241.7500E-06,-150.7789083E-03,+10.8603013E-03
-241.5000E-06,-150.7789083E-03,+11.1618089E-03
-241.2500E-06,-150.7789083E-03,+11.0613063E-03
-241.0000E-06,-150.7789083E-03,+11.1618089E-03
-240.7500E-06,-170.8794106E-03,+11.1618089E-03
-240.5000E-06,-180.9296617E-03,+11.5638189E-03
-240.2500E-06,-155.8040339E-03,+10.3577888E-03
-240.0000E-06,-170.8794106E-03,+10.7597988E-03
-239.7500E-06,-185.9547873E-03,+10.6592963E-03
-239.5000E-06,-180.9296617E-03,+10.3577888E-03
-239.2500E-06,-190.9799129E-03,+10.2572863E-03
