x-axis,1,2
second,Volt,Volt
-250.0000E-06,-30.1758945E-03,-20.2934649E-03
-249.7500E-06,-35.2010201E-03,-21.0974850E-03
-249.5000E-06,-20.1256433E-03,-20.6954749E-03
-249.2500E-06,-25.1507689E-03,-20.2934649E-03
-249.0000E-06,+10.0251101E-03,-20.2934649E-03
-248.7500E-06,-15.1005178E-03,-20.2934649E-03
-248.5000E-06,-10.0753922E-03,-20.6954749E-03
-248.2500E-06,-10.0753922E-03,-20.2934649E-03
-248.0000E-06,-10.0753922E-03,-20.2934649E-03
-247.7500E-06,+10.0251101E-03,-20.0924599E-03
-247.5000E-06,-25.1411E-06,-20.2934649E-03
-247.2500E-06,+15.0502357E-03,-20.0924599E-03
-247.0000E-06,+10.0251101E-03,-19.4894448E-03
-246.7500E-06,+10.0251101E-03,-19.4894448E-03
-246.5000E-06,+10.0251101E-03,-19.4894448E-03
-246.2500E-06,+4.9999845E-03,-19.4894448E-03
-246.0000E-06,+30.1256124E-03,-20.2934649E-03
-245.7500E-06,+30.1256124E-03,-19.4894448E-03
-245.5000E-06,+30.1256124E-03,-19.4894448E-03
-245.2500E-06,+25.1004868E-03,-18.8864297E-03
-245.0000E-06,+50.2261147E-03,-19.4894448E-03
-244.7500E-06,+30.1256124E-03,-19.4894448E-03
-244.5000E-06,+40.1758635E-03,-18.6854247E-03
-244.2500E-06,+50.2261147E-03,-19.2884398E-03
-244.0000E-06,+50.2261147E-03,-18.6854247E-03
-243.7500E-06,+45.2009891E-03,-18.6854247E-03
-243.5000E-06,+50.2261147E-03,-19.0874347E-03
-243.2500E-06,+65.3014914E-03,-18.6854247E-03
-243.0000E-06,+50.2261147E-03,-18.6854247E-03
-242.7500E-06,+55.2512403E-03,-18.6854247E-03
-242.5000E-06,+50.2261147E-03,-18.2834147E-03
-242.2500E-06,+70.3266170E-03,-18.0824096E-03
-242.0000E-06,+50.2261147E-03,-18.6854247E-03
-241.7500E-06,+70.3266170E-03,-18.6854247E-03
-241.5000E-06,+70.3266170E-03,-17.8814046E-03
-241.2500E-06,+90.4271193E-03,-18.0824096E-03
-241.0000E-06,+90.4271193E-03,-17.8814046E-03
-240.7500E-06,+85.4019937E-03,-17.8814046E-03
-240.5000E-06,+100.4773704E-03,-18.2834147E-03
-240.2500E-06,+90.4271193E-03,-17.8814046E-03
-240.0000E-06,+90.4271193E-03,-17.8814046E-03
-239.7500E-06,+95.4522449E-03,-17.0773845E-03
-239.5000E-06,+90.4271193E-03,-17.8814046E-03
-239.2500E-06,+105.5024960E-03,-17.2783895E-03
