x-axis,1,2
second,Volt,Volt
-2.500000E-03,-20.175904E-03,+20.711560E-03
-2.497500E-03,-35.251281E-03,+21.515580E-03
-2.495000E-03,-10.125653E-03,+21.917590E-03
-2.492500E-03,-15.150778E-03,+21.515580E-03
-2.490000E-03,-75.402E-06,+22.319600E-03
-2.487500E-03,+4.949724E-03,+21.515580E-03
-2.485000E-03,+9.974849E-03,+22.319600E-03
-2.482500E-03,+20.025101E-03,+22.319600E-03
-2.480000E-03,+40.125603E-03,+21.515580E-03
-2.477500E-03,+40.125603E-03,+22.922615E-03
-2.475000E-03,+40.125603E-03,+22.319600E-03
-2.472500E-03,+40.125603E-03,+22.520605E-03
-2.470000E-03,+40.125603E-03,+23.123620E-03
-2.467500E-03,+60.226105E-03,+22.520605E-03
-2.465000E-03,+60.226105E-03,+23.123620E-03
-2.462500E-03,+75.301482E-03,+22.922615E-03
-2.460000E-03,+80.326607E-03,+23.927640E-03
-2.457500E-03,+80.326607E-03,+23.324625E-03
-2.455000E-03,+90.376859E-03,+23.927640E-03
-2.452500E-03,+85.351733E-03,+23.927640E-03
-2.450000E-03,+120.527612E-03,+23.927640E-03
-2.447500E-03,+120.527612E-03,+23.927640E-03
-2.445000E-03,+110.477361E-03,+24.731660E-03
-2.442500E-03,+135.602989E-03,+24.128645E-03
-2.440000E-03,+120.527612E-03,+24.731660E-03
-2.437500E-03,+120.527612E-03,+24.731660E-03
-2.435000E-03,+130.577863E-03,+24.329650E-03
-2.432500E-03,+145.653240E-03,+24.128645E-03
-2.430000E-03,+140.628114E-03,+24.731660E-03
-2.427500E-03,+160.728617E-03,+24.731660E-03
-2.425000E-03,+170.778868E-03,+24.731660E-03
-2.422500E-03,+180.829119E-03,+24.731660E-03
-2.420000E-03,+180.829119E-03,+24.731660E-03
-2.417500E-03,+175.803993E-03,+25.334675E-03
-2.415000E-03,+180.829119E-03,+25.133670E-03
-2.412500E-03,+200.929621E-03,+25.334675E-03
-2.410000E-03,+180.829119E-03,+25.535680E-03
-2.407500E-03,+200.929621E-03,+25.334675E-03
-2.405000E-03,+200.929621E-03,+25.535680E-03
-2.402500E-03,+221.030124E-03,+25.334675E-03
-2.400000E-03,+241.130626E-03,+25.535680E-03
-2.397500E-03,+236.105500E-03,+25.535680E-03
-2.395000E-03,+241.130626E-03,+25.133670E-03
-2.392500E-03,+226.055249E-03,+25.535680E-03
-2.390000E-03,+221.030124E-03,+25.535680E-03
-2.387500E-03,+241.130626E-03,+25.535680E-03
-2.385000E-03,+241.130626E-03,+26.339700E-03
